adm4_pcode,governorate_name,delegation_name,imada_name,n_stations,n_read,read_pct,stations_with_any,any_pct,any_lo_pct,any_hi_pct,representatives,reps_per_100_stations,reps_saied,reps_zammel,reps_maghzaoui,stations_with_saied,stations_with_zammel,stations_with_maghzaoui,stations_with_saied_pct,stations_with_zammel_pct,stations_with_maghzaoui_pct,unattributed
TN125253,Ariana,Soukra,El Bessatine,5,5,100.0,3,60.0,23.1,88.2,3,60.0,3,0,0,3,0,0,60.0,0.0,0.0,0
TN125254,Ariana,Soukra,Chotrana,8,8,100.0,3,37.5,13.7,69.4,3,37.5,3,0,0,3,0,0,37.5,0.0,0.0,0
TN125255,Ariana,Soukra,Borj El Ouzir,8,8,100.0,0,0.0,0.0,32.4,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN125256,Ariana,Soukra,Ennasim,17,16,94.1,7,43.8,23.1,66.8,9,56.2,9,0,0,7,0,0,43.8,0.0,0.0,0
TN125257,Ariana,Soukra,Ettaamir,13,10,76.9,6,60.0,31.3,83.2,6,60.0,6,0,0,6,0,0,60.0,0.0,0.0,0
TN125351,Ariana,Raoued,Jaafer,13,13,100.0,4,30.8,12.7,57.6,4,30.8,4,0,0,4,0,0,30.8,0.0,0.0,0
TN125352,Ariana,Raoued,Enkhilet,12,10,83.3,3,30.0,10.8,60.3,3,30.0,3,0,0,3,0,0,30.0,0.0,0.0,0
TN125353,Ariana,Raoued,El Medina El Fadhila,7,7,100.0,5,71.4,35.9,91.8,5,71.4,5,0,0,5,0,0,71.4,0.0,0.0,0
TN125354,Ariana,Raoued,El Ghazala,11,11,100.0,2,18.2,5.1,47.7,2,18.2,2,0,0,2,0,0,18.2,0.0,0.0,0
TN125355,Ariana,Raoued,Raoued,11,10,90.9,6,60.0,31.3,83.2,6,60.0,6,0,0,6,0,0,60.0,0.0,0.0,0
TN125356,Ariana,Raoued,Bourj Ettouil,7,5,71.4,2,40.0,11.8,76.9,2,40.0,2,0,0,2,0,0,40.0,0.0,0.0,0
TN125357,Ariana,Raoued,Sidi Amor Bou Khtioua,8,8,100.0,0,0.0,0.0,32.4,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN125451,Ariana,Kalaat El Andalous,Kalaat El Andalous Est,7,7,100.0,7,100.0,64.6,100.0,7,100.0,7,0,0,7,0,0,100.0,0.0,0.0,0
TN125452,Ariana,Kalaat El Andalous,Kalaat El Andalous Ouest,7,7,100.0,6,85.7,48.7,97.4,6,85.7,6,0,0,6,0,0,85.7,0.0,0.0,0
TN125453,Ariana,Kalaat El Andalous,Pont De Bizerte,2,2,100.0,2,100.0,34.2,100.0,2,100.0,2,0,0,2,0,0,100.0,0.0,0.0,0
TN125454,Ariana,Kalaat El Andalous,Bou Hanach,2,2,100.0,2,100.0,34.2,100.0,2,100.0,2,0,0,2,0,0,100.0,0.0,0.0,0
TN125455,Ariana,Kalaat El Andalous,El Hessiane,2,2,100.0,1,50.0,9.5,90.5,1,50.0,1,0,0,1,0,0,50.0,0.0,0.0,0
TN125456,Ariana,Kalaat El Andalous,Ennahli,2,2,100.0,1,50.0,9.5,90.5,1,50.0,1,0,0,1,0,0,50.0,0.0,0.0,0
TN125551,Ariana,Sidi Thabet,Sidi Thabet,8,8,100.0,4,50.0,21.5,78.5,4,50.0,4,0,0,4,0,0,50.0,0.0,0.0,0
TN125552,Ariana,Sidi Thabet,Bejaoua,2,2,100.0,2,100.0,34.2,100.0,2,100.0,2,0,0,2,0,0,100.0,0.0,0.0,0
TN125553,Ariana,Sidi Thabet,Mongi Slim,4,4,100.0,2,50.0,15.0,85.0,2,50.0,2,0,0,2,0,0,50.0,0.0,0.0,0
TN125554,Ariana,Sidi Thabet,Cebalet Ben Ammar,5,5,100.0,3,60.0,23.1,88.2,3,60.0,3,0,0,3,0,0,60.0,0.0,0.0,0
TN125555,Ariana,Sidi Thabet,Chorfech,3,3,100.0,3,100.0,43.8,100.0,3,100.0,3,0,0,3,0,0,100.0,0.0,0.0,0
TN125651,Ariana,Ettadhamen,Cite Ettadhamen,19,19,100.0,18,94.7,75.4,99.1,20,105.3,20,0,0,18,0,0,94.7,0.0,0.0,0
TN125652,Ariana,Ettadhamen,Ibn Khaldoun,1,1,100.0,1,100.0,20.7,100.0,1,100.0,1,0,0,1,0,0,100.0,0.0,0.0,0
TN125654,Ariana,Ettadhamen,18 Janvier,18,18,100.0,13,72.2,49.1,87.5,13,72.2,13,0,0,13,0,0,72.2,0.0,0.0,2
TN125655,Ariana,Ettadhamen,20 Mars,6,6,100.0,6,100.0,61.0,100.0,6,100.0,6,0,0,6,0,0,100.0,0.0,0.0,0
TN125656,Ariana,Ettadhamen,Mongi Slim,5,5,100.0,5,100.0,56.6,100.0,6,120.0,6,0,0,5,0,0,100.0,0.0,0.0,0
TN125658,Ariana,Ettadhamen,Abulkassem Ech-Chebbi,2,2,100.0,1,50.0,9.5,90.5,1,50.0,1,0,0,1,0,0,50.0,0.0,0.0,0
TN125659,Ariana,Ettadhamen,Khaireddine Pacha,1,1,100.0,1,100.0,20.7,100.0,1,100.0,1,0,0,1,0,0,100.0,0.0,0.0,0
TN125751,Ariana,Mnihla,El Mnihla,10,10,100.0,8,80.0,49.0,94.3,9,90.0,8,0,1,8,0,1,80.0,0.0,10.0,0
TN125752,Ariana,Mnihla,Errafaha,13,13,100.0,11,84.6,57.8,95.7,11,84.6,11,0,0,11,0,0,84.6,0.0,0.0,0
TN125753,Ariana,Mnihla,En-Nasr,19,18,94.7,14,77.8,54.8,91.0,15,83.3,14,0,1,14,0,1,77.8,0.0,5.6,1
TN125754,Ariana,Mnihla,El-Bassatine,11,10,90.9,6,60.0,31.3,83.2,6,60.0,6,0,0,6,0,0,60.0,0.0,0.0,0
TN125755,Ariana,Mnihla,15 Octobre,4,4,100.0,3,75.0,30.1,95.4,3,75.0,3,0,0,3,0,0,75.0,0.0,0.0,0
TN135151,Ben Arous,Ben Arous,Ben Arous Est,8,8,100.0,3,37.5,13.7,69.4,3,37.5,2,0,1,2,0,1,25.0,0.0,12.5,1
TN135152,Ben Arous,Ben Arous,Cite Ibn Arafa,1,1,100.0,1,100.0,20.7,100.0,1,100.0,1,0,0,1,0,0,100.0,0.0,0.0,0
TN135153,Ben Arous,Ben Arous,El Mehiri,3,3,100.0,1,33.3,6.1,79.2,1,33.3,1,0,0,1,0,0,33.3,0.0,0.0,0
TN135154,Ben Arous,Ben Arous,Ben Arous Ouest,5,5,100.0,1,20.0,3.6,62.4,1,20.0,1,0,0,1,0,0,20.0,0.0,0.0,0
TN135155,Ben Arous,Ben Arous,Sidi Ben Arous,7,7,100.0,2,28.6,8.2,64.1,2,28.6,2,0,0,2,0,0,28.6,0.0,0.0,0
TN135156,Ben Arous,Ben Arous,Cite El Iskane,4,4,100.0,0,0.0,0.0,49.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN135251,Ben Arous,Nouvelle Médina,La Nouvelle Medina (1),6,6,100.0,1,16.7,3.0,56.4,1,16.7,1,0,0,1,0,0,16.7,0.0,0.0,0
TN135252,Ben Arous,Nouvelle Médina,La Nouvelle Medina (2),5,5,100.0,2,40.0,11.8,76.9,2,40.0,2,0,0,2,0,0,40.0,0.0,0.0,0
TN135253,Ben Arous,Nouvelle Médina,Sidi Mosbah,10,10,100.0,4,40.0,16.8,68.7,4,40.0,4,0,0,4,0,0,40.0,0.0,0.0,0
TN135254,Ben Arous,Nouvelle Médina,El Yasminet,16,16,100.0,4,25.0,10.2,49.5,4,25.0,3,0,1,3,0,1,18.8,0.0,6.2,0
TN135255,Ben Arous,Nouvelle Médina,Errabta,7,7,100.0,3,42.9,15.8,75.0,3,42.9,3,0,0,3,0,0,42.9,0.0,0.0,0
TN135351,Ben Arous,El Mourouj,El Mourouj (1),16,16,100.0,3,18.8,6.6,43.0,3,18.8,0,0,3,0,0,3,0.0,0.0,18.8,0
TN135352,Ben Arous,El Mourouj,El Mourouj (3),20,20,100.0,4,20.0,8.1,41.6,4,20.0,3,0,1,3,0,1,15.0,0.0,5.0,0
TN135353,Ben Arous,El Mourouj,El Mourouj (4),10,10,100.0,2,20.0,5.7,51.0,2,20.0,1,0,1,1,0,1,10.0,0.0,10.0,0
TN135354,Ben Arous,El Mourouj,El Mourouj (5),19,19,100.0,5,26.3,11.8,48.8,5,26.3,5,0,0,5,0,0,26.3,0.0,0.0,0
TN135355,Ben Arous,El Mourouj,Bir Kassaa,2,2,100.0,1,50.0,9.5,90.5,1,50.0,0,0,1,0,0,1,0.0,0.0,50.0,0
TN135356,Ben Arous,El Mourouj,Farhat Hached,5,5,100.0,2,40.0,11.8,76.9,2,40.0,2,0,0,2,0,0,40.0,0.0,0.0,0
TN135451,Ben Arous,Hammam Lif,Hammam Lif Ville,16,16,100.0,4,25.0,10.2,49.5,4,25.0,3,0,1,3,0,1,18.8,0.0,6.2,0
TN135452,Ben Arous,Hammam Lif,Hammem Lif Ville 2,1,1,100.0,1,100.0,20.7,100.0,1,100.0,1,0,0,1,0,0,100.0,0.0,0.0,0
TN135453,Ben Arous,Hammam Lif,Hammem Lif Bou Kornine,6,6,100.0,0,0.0,0.0,39.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN135454,Ben Arous,Hammam Lif,Farhat Hached,1,1,100.0,1,100.0,20.7,100.0,2,200.0,2,0,0,1,0,0,100.0,0.0,0.0,0
TN135455,Ben Arous,Hammam Lif,Hammam Lif El Malaab,5,5,100.0,2,40.0,11.8,76.9,2,40.0,2,0,0,2,0,0,40.0,0.0,0.0,0
TN135456,Ben Arous,Hammam Lif,Cite Mohamed Ali,6,6,100.0,3,50.0,18.8,81.2,3,50.0,3,0,0,3,0,0,50.0,0.0,0.0,0
TN135551,Ben Arous,Hammam Chott,Bir El Bey,6,6,100.0,4,66.7,30.0,90.3,4,66.7,4,0,0,4,0,0,66.7,0.0,0.0,0
TN135552,Ben Arous,Hammam Chott,Borj Cedria,10,8,80.0,3,37.5,13.7,69.4,3,37.5,3,0,0,3,0,0,37.5,0.0,0.0,0
TN135553,Ben Arous,Hammam Chott,Hammem Chatt,9,9,100.0,1,11.1,2.0,43.5,1,11.1,1,0,0,1,0,0,11.1,0.0,0.0,0
TN135651,Ben Arous,Boumhel,Bou Mhel,9,9,100.0,2,22.2,6.3,54.7,2,22.2,2,0,0,2,0,0,22.2,0.0,0.0,0
TN135652,Ben Arous,Boumhel,El Bassatine,11,11,100.0,3,27.3,9.7,56.6,3,27.3,3,0,0,3,0,0,27.3,0.0,0.0,0
TN135653,Ben Arous,Boumhel,Chela,6,6,100.0,4,66.7,30.0,90.3,4,66.7,4,0,0,4,0,0,66.7,0.0,0.0,0
TN135654,Ben Arous,Boumhel,El Bassatine El Gharbya,2,2,100.0,1,50.0,9.5,90.5,1,50.0,1,0,0,1,0,0,50.0,0.0,0.0,0
TN135751,Ben Arous,Ezzahra,Ez-Zahra Ville,10,10,100.0,3,30.0,10.8,60.3,3,30.0,2,0,1,2,0,1,20.0,0.0,10.0,0
TN135752,Ben Arous,Ezzahra,Cite El Habib,10,10,100.0,0,0.0,0.0,27.8,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,1
TN135753,Ben Arous,Ezzahra,18 Janvier,6,6,100.0,0,0.0,0.0,39.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN135754,Ben Arous,Ezzahra,Borj El Louzir,2,2,100.0,0,0.0,0.0,65.8,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN135851,Ben Arous,Radès,Rades Ville,13,13,100.0,12,92.3,66.7,98.6,12,92.3,12,0,0,12,0,0,92.3,0.0,0.0,1
TN135852,Ben Arous,Radès,Rades Mellaha,5,5,100.0,3,60.0,23.1,88.2,3,60.0,3,0,0,3,0,0,60.0,0.0,0.0,0
TN135853,Ben Arous,Radès,Taieb Mehiri,6,6,100.0,5,83.3,43.6,97.0,5,83.3,5,0,0,5,0,0,83.3,0.0,0.0,0
TN135854,Ben Arous,Radès,Rades Remada,9,9,100.0,7,77.8,45.3,93.7,7,77.8,7,0,0,7,0,0,77.8,0.0,0.0,0
TN135855,Ben Arous,Radès,Mongi Slim,1,1,100.0,1,100.0,20.7,100.0,1,100.0,1,0,0,1,0,0,100.0,0.0,0.0,0
TN135856,Ben Arous,Radès,Rades Foret,3,3,100.0,3,100.0,43.8,100.0,3,100.0,3,0,0,3,0,0,100.0,0.0,0.0,0
TN135857,Ben Arous,Radès,Rades Meliane,5,5,100.0,5,100.0,56.6,100.0,5,100.0,5,0,0,5,0,0,100.0,0.0,0.0,0
TN135858,Ben Arous,Radès,Noubou,2,2,100.0,2,100.0,34.2,100.0,2,100.0,2,0,0,2,0,0,100.0,0.0,0.0,0
TN135951,Ben Arous,Mégrine,Megrine Superieure,5,5,100.0,5,100.0,56.6,100.0,5,100.0,5,0,0,5,0,0,100.0,0.0,0.0,0
TN135952,Ben Arous,Mégrine,Megrine Riadh,3,3,100.0,2,66.7,20.8,93.9,2,66.7,2,0,0,2,0,0,66.7,0.0,0.0,0
TN135953,Ben Arous,Mégrine,Jawhara,3,3,100.0,3,100.0,43.8,100.0,3,100.0,3,0,0,3,0,0,100.0,0.0,0.0,0
TN135954,Ben Arous,Mégrine,Menzel Mabrouk,1,1,100.0,1,100.0,20.7,100.0,1,100.0,1,0,0,1,0,0,100.0,0.0,0.0,0
TN135955,Ben Arous,Mégrine,Megrine Chaker,5,4,80.0,4,100.0,51.0,100.0,4,100.0,4,0,0,4,0,0,100.0,0.0,0.0,0
TN135956,Ben Arous,Mégrine,Megrine Chaker (2),3,3,100.0,2,66.7,20.8,93.9,2,66.7,2,0,0,2,0,0,66.7,0.0,0.0,0
TN135957,Ben Arous,Mégrine,Sidi Rezig,2,2,100.0,2,100.0,34.2,100.0,2,100.0,2,0,0,2,0,0,100.0,0.0,0.0,0
TN135958,Ben Arous,Mégrine,Sidi Rezig (2),1,1,100.0,1,100.0,20.7,100.0,1,100.0,1,0,0,1,0,0,100.0,0.0,0.0,0
TN136051,Ben Arous,M'Hamdia,Mohamedia,17,17,100.0,7,41.2,21.6,64.0,7,41.2,6,0,1,6,0,1,35.3,0.0,5.9,0
TN136052,Ben Arous,M'Hamdia,Mongi Selim,10,10,100.0,6,60.0,31.3,83.2,7,70.0,6,0,1,6,0,1,60.0,0.0,10.0,0
TN136053,Ben Arous,M'Hamdia,Cite Es-Saada,11,11,100.0,4,36.4,15.2,64.6,5,45.5,4,0,1,4,0,1,36.4,0.0,9.1,0
TN136054,Ben Arous,M'Hamdia,Cite El Nassim,11,11,100.0,4,36.4,15.2,64.6,6,54.5,3,0,3,3,0,3,27.3,0.0,27.3,0
TN136055,Ben Arous,M'Hamdia,Sidi Frej,2,2,100.0,2,100.0,34.2,100.0,3,150.0,3,0,0,2,0,0,100.0,0.0,0.0,0
TN136151,Ben Arous,Fouchana,Fouchana,12,12,100.0,5,41.7,19.3,68.0,6,50.0,5,0,1,5,0,1,41.7,0.0,8.3,2
TN136152,Ben Arous,Fouchana,Cite El Mostakbel,7,7,100.0,6,85.7,48.7,97.4,7,100.0,5,0,2,5,0,2,71.4,0.0,28.6,0
TN136153,Ben Arous,Fouchana,El Hidhab,11,11,100.0,7,63.6,35.4,84.8,7,63.6,5,0,2,5,0,2,45.5,0.0,18.2,1
TN136154,Ben Arous,Fouchana,El Mghira,5,5,100.0,4,80.0,37.6,96.4,4,80.0,4,0,0,4,0,0,80.0,0.0,0.0,0
TN136155,Ben Arous,Fouchana,Naassen,14,13,92.9,5,38.5,17.7,64.5,6,46.2,4,0,2,4,0,2,30.8,0.0,15.4,1
TN136156,Ben Arous,Fouchana,Chebeda,3,3,100.0,3,100.0,43.8,100.0,4,133.3,4,0,0,3,0,0,100.0,0.0,0.0,0
TN136157,Ben Arous,Fouchana,Douar Elhouch,3,3,100.0,3,100.0,43.8,100.0,3,100.0,3,0,0,3,0,0,100.0,0.0,0.0,0
TN136251,Ben Arous,Mornag,Mornag,13,13,100.0,4,30.8,12.7,57.6,4,30.8,4,0,0,4,0,0,30.8,0.0,0.0,0
TN136252,Ben Arous,Mornag,Mornag Ouest,5,5,100.0,4,80.0,37.6,96.4,4,80.0,4,0,0,4,0,0,80.0,0.0,0.0,0
TN136253,Ben Arous,Mornag,Khelidia,4,4,100.0,2,50.0,15.0,85.0,2,50.0,2,0,0,2,0,0,50.0,0.0,0.0,0
TN136254,Ben Arous,Mornag,Ez-Zaouia,4,4,100.0,0,0.0,0.0,49.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN136255,Ben Arous,Mornag,Djebel Ressas,3,3,100.0,1,33.3,6.1,79.2,1,33.3,1,0,0,1,0,0,33.3,0.0,0.0,0
TN136256,Ben Arous,Mornag,Sidi Salem El Garsi,2,2,100.0,1,50.0,9.5,90.5,1,50.0,1,0,0,1,0,0,50.0,0.0,0.0,0
TN136257,Ben Arous,Mornag,Kabouti,2,2,100.0,0,0.0,0.0,65.8,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN136258,Ben Arous,Mornag,Ain Rekad,2,2,100.0,1,50.0,9.5,90.5,1,50.0,1,0,0,1,0,0,50.0,0.0,0.0,0
TN136259,Ben Arous,Mornag,El Gounna,1,1,100.0,1,100.0,20.7,100.0,2,200.0,2,0,0,1,0,0,100.0,0.0,0.0,0
TN136260,Ben Arous,Mornag,Sidi Saad,4,4,100.0,3,75.0,30.1,95.4,4,100.0,4,0,0,3,0,0,75.0,0.0,0.0,0
TN136261,Ben Arous,Mornag,Essalem,4,4,100.0,2,50.0,15.0,85.0,2,50.0,2,0,0,2,0,0,50.0,0.0,0.0,0
TN136262,Ben Arous,Mornag,Errisala,3,3,100.0,1,33.3,6.1,79.2,1,33.3,1,0,0,1,0,0,33.3,0.0,0.0,0
TN136263,Ben Arous,Mornag,Oudna,3,3,100.0,1,33.3,6.1,79.2,1,33.3,1,0,0,1,0,0,33.3,0.0,0.0,0
TN136264,Ben Arous,Mornag,El Kessibi,2,2,100.0,2,100.0,34.2,100.0,2,100.0,2,0,0,2,0,0,100.0,0.0,0.0,0
TN145151,Manubah,Manouba,Manouba,17,17,100.0,4,23.5,9.6,47.3,5,29.4,4,0,1,4,0,1,23.5,0.0,5.9,1
TN145152,Manubah,Manouba,Manouba Centre,6,4,66.7,0,0.0,0.0,49.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN145153,Manubah,Manouba,Sidi Amor,6,6,100.0,1,16.7,3.0,56.4,1,16.7,1,0,0,1,0,0,16.7,0.0,0.0,0
TN145154,Manubah,Manouba,Den-Den,15,15,100.0,10,66.7,41.7,84.8,10,66.7,8,0,2,8,0,2,53.3,0.0,13.3,0
TN145155,Manubah,Manouba,Ksar-Said,5,5,100.0,3,60.0,23.1,88.2,3,60.0,3,0,0,3,0,0,60.0,0.0,0.0,0
TN145156,Manubah,Manouba,Den-Den Sud,3,3,100.0,2,66.7,20.8,93.9,4,133.3,4,0,0,2,0,0,66.7,0.0,0.0,0
TN145251,Manubah,Douar Hicher,Douar Hicher,17,15,88.2,5,33.3,15.2,58.3,5,33.3,5,0,0,5,0,0,33.3,0.0,0.0,0
TN145252,Manubah,Douar Hicher,Khaled Ibn El Oualid,15,15,100.0,5,33.3,15.2,58.3,5,33.3,5,0,0,5,0,0,33.3,0.0,0.0,1
TN145253,Manubah,Douar Hicher,Cite Er-Riadh,8,8,100.0,4,50.0,21.5,78.5,4,50.0,4,0,0,4,0,0,50.0,0.0,0.0,0
TN145254,Manubah,Douar Hicher,Cite Ennassim,2,1,50.0,1,100.0,20.7,100.0,1,100.0,1,0,0,1,0,0,100.0,0.0,0.0,0
TN145255,Manubah,Douar Hicher,Cite Ech-Chabeb,9,8,88.9,3,37.5,13.7,69.4,4,50.0,3,0,1,3,0,1,37.5,0.0,12.5,0
TN145351,Manubah,Oued Ellil,Oued Ellil,7,7,100.0,4,57.1,25.0,84.2,5,71.4,3,0,2,3,0,2,42.9,0.0,28.6,0
TN145352,Manubah,Oued Ellil,Es Saida,6,6,100.0,5,83.3,43.6,97.0,7,116.7,7,0,0,5,0,0,83.3,0.0,0.0,0
TN145353,Manubah,Oued Ellil,Er Riadh,2,2,100.0,0,0.0,0.0,65.8,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN145354,Manubah,Oued Ellil,Cite El Ouerd,8,8,100.0,7,87.5,52.9,97.8,8,100.0,7,0,1,7,0,1,87.5,0.0,12.5,0
TN145355,Manubah,Oued Ellil,Ennajet,13,13,100.0,2,15.4,4.3,42.2,2,15.4,1,0,1,1,0,1,7.7,0.0,7.7,0
TN145356,Manubah,Oued Ellil,Sanhaja,5,5,100.0,3,60.0,23.1,88.2,3,60.0,3,0,0,3,0,0,60.0,0.0,0.0,0
TN145357,Manubah,Oued Ellil,El Kobbaa,7,6,85.7,3,50.0,18.8,81.2,3,50.0,3,0,0,3,0,0,50.0,0.0,0.0,0
TN145451,Manubah,Mornaguia,Mornaguia,14,13,92.9,11,84.6,57.8,95.7,13,100.0,13,0,0,11,0,0,84.6,0.0,0.0,0
TN145452,Manubah,Mornaguia,20 Mars,3,2,66.7,2,100.0,34.2,100.0,2,100.0,2,0,0,2,0,0,100.0,0.0,0.0,0
TN145453,Manubah,Mornaguia,Bouragba,2,2,100.0,2,100.0,34.2,100.0,2,100.0,2,0,0,2,0,0,100.0,0.0,0.0,0
TN145454,Manubah,Mornaguia,El Fejja,2,2,100.0,2,100.0,34.2,100.0,2,100.0,2,0,0,2,0,0,100.0,0.0,0.0,0
TN145455,Manubah,Mornaguia,Sidi Ali El Hattab,2,2,100.0,2,100.0,34.2,100.0,2,100.0,2,0,0,2,0,0,100.0,0.0,0.0,0
TN145456,Manubah,Mornaguia,Hmaiem,3,2,66.7,2,100.0,34.2,100.0,2,100.0,2,0,0,2,0,0,100.0,0.0,0.0,0
TN145457,Manubah,Mornaguia,El Bassatine,4,4,100.0,4,100.0,51.0,100.0,6,150.0,6,0,0,4,0,0,100.0,0.0,0.0,0
TN145458,Manubah,Mornaguia,Mornaguia Nord,2,2,100.0,2,100.0,34.2,100.0,2,100.0,2,0,0,2,0,0,100.0,0.0,0.0,0
TN145551,Manubah,Borj El Amri,Borj El Amri,9,9,100.0,8,88.9,56.5,98.0,8,88.9,8,0,0,8,0,0,88.9,0.0,0.0,0
TN145552,Manubah,Borj El Amri,Menzel Habib,3,3,100.0,2,66.7,20.8,93.9,2,66.7,2,0,0,2,0,0,66.7,0.0,0.0,0
TN145553,Manubah,Borj El Amri,Borj Ennour,3,3,100.0,3,100.0,43.8,100.0,3,100.0,3,0,0,3,0,0,100.0,0.0,0.0,0
TN145554,Manubah,Borj El Amri,El Moussadine,3,3,100.0,3,100.0,43.8,100.0,3,100.0,3,0,0,3,0,0,100.0,0.0,0.0,0
TN145651,Manubah,Jedaida,Djedaida,14,14,100.0,4,28.6,11.7,54.6,4,28.6,4,0,0,4,0,0,28.6,0.0,0.0,0
TN145652,Manubah,Jedaida,Djedaida Hached,5,4,80.0,3,75.0,30.1,95.4,3,75.0,3,0,0,3,0,0,75.0,0.0,0.0,0
TN145653,Manubah,Jedaida,Chaouat,5,5,100.0,2,40.0,11.8,76.9,2,40.0,2,0,0,2,0,0,40.0,0.0,0.0,1
TN145654,Manubah,Jedaida,El Mansoura,3,2,66.7,2,100.0,34.2,100.0,3,150.0,3,0,0,2,0,0,100.0,0.0,0.0,0
TN145655,Manubah,Jedaida,Ez-Zahra,5,5,100.0,2,40.0,11.8,76.9,2,40.0,2,0,0,2,0,0,40.0,0.0,0.0,0
TN145656,Manubah,Jedaida,El Habibia,2,2,100.0,0,0.0,0.0,65.8,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN145751,Manubah,Tebourba,Tebourba,12,11,91.7,1,9.1,1.6,37.7,2,18.2,2,0,0,1,0,0,9.1,0.0,0.0,0
TN145752,Manubah,Tebourba,El Ansarine,2,2,100.0,1,50.0,9.5,90.5,1,50.0,1,0,0,1,0,0,50.0,0.0,0.0,0
TN145753,Manubah,Tebourba,Edkhila,3,3,100.0,2,66.7,20.8,93.9,2,66.7,2,0,0,2,0,0,66.7,0.0,0.0,0
TN145754,Manubah,Tebourba,El Mellaha,1,1,100.0,1,100.0,20.7,100.0,2,200.0,2,0,0,1,0,0,100.0,0.0,0.0,0
TN145755,Manubah,Tebourba,Banlieue De Tebourba,7,5,71.4,1,20.0,3.6,62.4,1,20.0,1,0,0,1,0,0,20.0,0.0,0.0,0
TN145756,Manubah,Tebourba,Er-Raja,7,7,100.0,2,28.6,8.2,64.1,2,28.6,2,0,0,2,0,0,28.6,0.0,0.0,0
TN145757,Manubah,Tebourba,Ech-Chouigui,2,2,100.0,2,100.0,34.2,100.0,2,100.0,2,0,0,2,0,0,100.0,0.0,0.0,0
TN145851,Manubah,El Battan,El Battane,8,7,87.5,6,85.7,48.7,97.4,7,100.0,7,0,0,6,0,0,85.7,0.0,0.0,0
TN145852,Manubah,El Battan,Borj Ettoumi,3,3,100.0,3,100.0,43.8,100.0,3,100.0,3,0,0,3,0,0,100.0,0.0,0.0,0
TN145853,Manubah,El Battan,Mehrine,2,2,100.0,2,100.0,34.2,100.0,2,100.0,2,0,0,2,0,0,100.0,0.0,0.0,0
TN145854,Manubah,El Battan,El Aroussia,2,2,100.0,2,100.0,34.2,100.0,2,100.0,2,0,0,2,0,0,100.0,0.0,0.0,0
TN155151,Nabeul,Nabeul,El Asouak,3,3,100.0,3,100.0,43.8,100.0,3,100.0,3,0,0,3,0,0,100.0,0.0,0.0,0
TN155152,Nabeul,Nabeul,Ennour,10,10,100.0,2,20.0,5.7,51.0,2,20.0,2,0,0,2,0,0,20.0,0.0,0.0,1
TN155153,Nabeul,Nabeul,Bir Challouf,21,21,100.0,15,71.4,50.0,86.2,15,71.4,15,0,0,15,0,0,71.4,0.0,0.0,0
TN155154,Nabeul,Nabeul,Niapolis,13,13,100.0,10,76.9,49.7,91.8,12,92.3,12,0,0,10,0,0,76.9,0.0,0.0,0
TN155155,Nabeul,Nabeul,El Hadayek,9,9,100.0,3,33.3,12.1,64.6,3,33.3,3,0,0,3,0,0,33.3,0.0,0.0,0
TN155156,Nabeul,Nabeul,Hedi Chaker,2,2,100.0,0,0.0,0.0,65.8,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN155251,Nabeul,Dar Chaabane El Fehri,Dar Chaabane,16,16,100.0,1,6.2,1.1,28.3,1,6.2,1,0,0,1,0,0,6.2,0.0,0.0,0
TN155252,Nabeul,Dar Chaabane El Fehri,El Fehri,22,22,100.0,6,27.3,13.2,48.2,6,27.3,6,0,0,6,0,0,27.3,0.0,0.0,2
TN155253,Nabeul,Dar Chaabane El Fehri,El Frinine,2,2,100.0,0,0.0,0.0,65.8,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN155254,Nabeul,Dar Chaabane El Fehri,Amroun,3,3,100.0,1,33.3,6.1,79.2,1,33.3,1,0,0,1,0,0,33.3,0.0,0.0,0
TN155351,Nabeul,Beni Khiar,Beni Khiar,19,19,100.0,18,94.7,75.4,99.1,18,94.7,18,0,0,18,0,0,94.7,0.0,0.0,0
TN155352,Nabeul,Beni Khiar,Diar Ben Salem,2,2,100.0,1,50.0,9.5,90.5,1,50.0,1,0,0,1,0,0,50.0,0.0,0.0,1
TN155353,Nabeul,Beni Khiar,El Maamoura,6,6,100.0,6,100.0,61.0,100.0,6,100.0,6,0,0,6,0,0,100.0,0.0,0.0,0
TN155354,Nabeul,Beni Khiar,Somaa,5,5,100.0,4,80.0,37.6,96.4,4,80.0,4,0,0,4,0,0,80.0,0.0,0.0,0
